sales_id,product_id,customer_id,location_id,order_id,quantity,total_amount,product_name,product_category,price,customer_fullname,gender,country,county,order_date,ship_date
393,6,149,1,1104,3,840.0,Rice 2kg,Grocery,280.0,Peter Mutua,Male,Kenya,Nairobi,2026-03-06,2026-03-08
394,2,112,3,1081,3,165.0,Bread White,Bakery,55.0,David Mwangi,Male,Kenya,Kisumu,2026-03-08,2026-03-09
395,1,106,1,1017,2,120.0,Milk 500ml,Dairy,60.0,David Mwangi,Male,Kenya,Nairobi,2026-03-28,2026-03-29
396,4,109,3,1196,3,960.0,Cooking Oil 1L,Grocery,320.0,James Njeri,Female,Kenya,Kisumu,2026-03-29,2026-03-30
397,3,117,5,1083,3,420.0,Sugar 1kg,Grocery,140.0,Mary Kiptoo,Female,Kenya,Nakuru,2026-03-11,2026-03-12
398,6,123,5,1093,2,560.0,Rice 2kg,Grocery,280.0,Daniel Wanjiku,Female,Kenya,Nakuru,2026-03-31,2026-04-03
399,3,109,3,1134,3,420.0,Sugar 1kg,Grocery,140.0,James Njeri,Female,Kenya,Kisumu,2026-03-10,2026-03-12
400,3,143,2,1177,1,140.0,Sugar 1kg,Grocery,140.0,Daniel Njeri,Female,Kenya,Mombasa,2026-03-16,2026-03-19
401,7,142,5,1136,3,1200.0,Eggs Tray,Dairy,400.0,James Otieno,Male,Kenya,Nakuru,2026-03-26,2026-03-27
402,5,135,4,1028,1,80.0,Soda 500ml,Beverages,80.0,Grace Njeri,Female,Kenya,Uasin Gishu,2026-03-25,2026-03-28
403,5,119,2,1118,4,320.0,Soda 500ml,Beverages,80.0,Faith Mutua,Female,Kenya,Mombasa,2026-03-03,2026-03-05
404,6,133,4,1116,5,1400.0,Rice 2kg,Grocery,280.0,Grace Njeri,Female,Kenya,Uasin Gishu,2026-03-24,2026-03-27
405,3,126,2,1196,3,420.0,Sugar 1kg,Grocery,140.0,Faith Kiptoo,Male,Kenya,Mombasa,2026-03-29,2026-03-30
406,7,116,2,1042,4,1600.0,Eggs Tray,Dairy,400.0,James Mwangi,Female,Kenya,Mombasa,2026-03-20,2026-03-23
407,5,101,5,1113,2,160.0,Soda 500ml,Beverages,80.0,Ann Otieno,Male,Kenya,Nakuru,2026-03-20,2026-03-23
408,3,113,1,1019,4,560.0,Sugar 1kg,Grocery,140.0,David Cherono,Female,Kenya,Nairobi,2026-03-24,2026-03-27
409,7,117,2,1183,4,1600.0,Eggs Tray,Dairy,400.0,Mary Kiptoo,Female,Kenya,Mombasa,2026-03-02,2026-03-05
410,7,119,5,1055,1,400.0,Eggs Tray,Dairy,400.0,Faith Mutua,Female,Kenya,Nakuru,2026-03-28,2026-03-29
411,7,126,2,1079,3,1200.0,Eggs Tray,Dairy,400.0,Faith Kiptoo,Male,Kenya,Mombasa,2026-03-14,2026-03-16
412,2,144,2,1112,4,220.0,Bread White,Bakery,55.0,Ann Cherono,Male,Kenya,Mombasa,2026-03-11,2026-03-12
413,4,127,1,1105,2,640.0,Cooking Oil 1L,Grocery,320.0,Grace Wanjiku,Female,Kenya,Nairobi,2026-03-31,2026-04-02
414,2,101,1,1196,1,55.0,Bread White,Bakery,55.0,Ann Otieno,Male,Kenya,Nairobi,2026-03-29,2026-03-30
415,6,102,5,1126,4,1120.0,Rice 2kg,Grocery,280.0,Faith Cherono,Female,Kenya,Nakuru,2026-03-22,2026-03-24
416,5,135,4,1016,5,400.0,Soda 500ml,Beverages,80.0,Grace Njeri,Female,Kenya,Uasin Gishu,2026-03-03,2026-03-04
417,7,134,2,1015,2,800.0,Eggs Tray,Dairy,400.0,Faith Kamau,Female,Kenya,Mombasa,2026-03-03,2026-03-06
418,3,123,2,1095,2,280.0,Sugar 1kg,Grocery,140.0,Daniel Wanjiku,Female,Kenya,Mombasa,2026-03-24,2026-03-25
419,6,110,1,1114,5,1400.0,Rice 2kg,Grocery,280.0,James Mwangi,Male,Kenya,Nairobi,2026-03-27,2026-03-28
420,1,103,3,1165,1,60.0,Milk 500ml,Dairy,60.0,Mary Kiptoo,Male,Kenya,Kisumu,2026-03-06,2026-03-07
421,6,131,4,1142,3,840.0,Rice 2kg,Grocery,280.0,James Kamau,Female,Kenya,Uasin Gishu,2026-03-26,2026-03-28
422,1,136,1,1174,1,60.0,Milk 500ml,Dairy,60.0,Ann Achieng,Male,Kenya,Nairobi,2026-03-07,2026-03-08
423,4,108,1,1097,2,640.0,Cooking Oil 1L,Grocery,320.0,David Kamau,Male,Kenya,Nairobi,2026-03-28,2026-03-30
424,2,146,2,1175,3,165.0,Bread White,Bakery,55.0,Daniel Omondi,Female,Kenya,Mombasa,2026-03-07,2026-03-09
425,2,142,3,1137,2,110.0,Bread White,Bakery,55.0,James Otieno,Male,Kenya,Kisumu,2026-03-28,2026-03-29
426,3,119,4,1057,2,280.0,Sugar 1kg,Grocery,140.0,Faith Mutua,Female,Kenya,Uasin Gishu,2026-03-04,2026-03-05
427,5,105,1,1170,5,400.0,Soda 500ml,Beverages,80.0,Faith Mutua,Male,Kenya,Nairobi,2026-03-11,2026-03-14
428,6,142,5,1087,1,280.0,Rice 2kg,Grocery,280.0,James Otieno,Male,Kenya,Nakuru,2026-03-15,2026-03-16
429,5,129,5,1157,2,160.0,Soda 500ml,Beverages,80.0,Faith Achieng,Male,Kenya,Nakuru,2026-03-30,2026-03-31
430,2,111,3,1064,1,55.0,Bread White,Bakery,55.0,Daniel Cherono,Male,Kenya,Kisumu,2026-03-26,2026-03-27
431,4,131,3,1048,5,1600.0,Cooking Oil 1L,Grocery,320.0,James Kamau,Female,Kenya,Kisumu,2026-03-08,2026-03-10
432,4,129,1,1006,3,960.0,Cooking Oil 1L,Grocery,320.0,Faith Achieng,Male,Kenya,Nairobi,2026-03-03,2026-03-06
433,1,139,3,1003,1,60.0,Milk 500ml,Dairy,60.0,David Wanjiku,Male,Kenya,Kisumu,2026-03-01,2026-03-04
434,7,105,3,1101,2,800.0,Eggs Tray,Dairy,400.0,Faith Mutua,Male,Kenya,Kisumu,2026-03-14,2026-03-17
435,7,118,5,1127,1,400.0,Eggs Tray,Dairy,400.0,Grace Omondi,Male,Kenya,Nakuru,2026-03-11,2026-03-13
436,4,121,1,1136,1,320.0,Cooking Oil 1L,Grocery,320.0,Brian Achieng,Male,Kenya,Nairobi,2026-03-26,2026-03-27
437,3,146,4,1091,5,700.0,Sugar 1kg,Grocery,140.0,Daniel Omondi,Female,Kenya,Uasin Gishu,2026-03-03,2026-03-06
438,7,149,4,1095,4,1600.0,Eggs Tray,Dairy,400.0,Peter Mutua,Male,Kenya,Uasin Gishu,2026-03-24,2026-03-25
439,1,130,4,1010,2,120.0,Milk 500ml,Dairy,60.0,Ann Kamau,Female,Kenya,Uasin Gishu,2026-03-10,2026-03-12
440,4,103,5,1089,1,320.0,Cooking Oil 1L,Grocery,320.0,Mary Kiptoo,Male,Kenya,Nakuru,2026-03-23,2026-03-26
441,3,122,5,1116,3,420.0,Sugar 1kg,Grocery,140.0,Daniel Wanjiku,Female,Kenya,Nakuru,2026-03-24,2026-03-27
442,6,130,4,1138,3,840.0,Rice 2kg,Grocery,280.0,Ann Kamau,Female,Kenya,Uasin Gishu,2026-03-25,2026-03-28
443,3,148,4,1081,2,280.0,Sugar 1kg,Grocery,140.0,Ann Cherono,Female,Kenya,Uasin Gishu,2026-03-08,2026-03-09
444,1,141,4,1030,2,120.0,Milk 500ml,Dairy,60.0,Faith Otieno,Male,Kenya,Uasin Gishu,2026-03-13,2026-03-14
445,6,134,4,1074,5,1400.0,Rice 2kg,Grocery,280.0,Faith Kamau,Female,Kenya,Uasin Gishu,2026-03-23,2026-03-26
446,3,146,1,1026,3,420.0,Sugar 1kg,Grocery,140.0,Daniel Omondi,Female,Kenya,Nairobi,2026-03-16,2026-03-18
447,4,104,1,1058,3,960.0,Cooking Oil 1L,Grocery,320.0,Brian Achieng,Female,Kenya,Nairobi,2026-03-17,2026-03-20
448,5,119,4,1079,4,320.0,Soda 500ml,Beverages,80.0,Faith Mutua,Female,Kenya,Uasin Gishu,2026-03-14,2026-03-16
449,4,106,2,1041,4,1280.0,Cooking Oil 1L,Grocery,320.0,David Mwangi,Male,Kenya,Mombasa,2026-03-03,2026-03-04
450,1,138,1,1183,3,180.0,Milk 500ml,Dairy,60.0,David Otieno,Female,Kenya,Nairobi,2026-03-02,2026-03-05
451,1,137,2,1168,3,180.0,Milk 500ml,Dairy,60.0,James Omondi,Male,Kenya,Mombasa,2026-03-13,2026-03-15
452,6,132,3,1092,3,840.0,Rice 2kg,Grocery,280.0,Peter Omondi,Male,Kenya,Kisumu,2026-03-15,2026-03-17
453,4,104,4,1077,1,320.0,Cooking Oil 1L,Grocery,320.0,Brian Achieng,Female,Kenya,Uasin Gishu,2026-03-25,2026-03-27
454,3,143,1,1052,3,420.0,Sugar 1kg,Grocery,140.0,Daniel Njeri,Female,Kenya,Nairobi,2026-03-26,2026-03-27
455,2,103,2,1098,4,220.0,Bread White,Bakery,55.0,Mary Kiptoo,Male,Kenya,Mombasa,2026-03-19,2026-03-21
456,3,128,4,1002,3,420.0,Sugar 1kg,Grocery,140.0,Peter Omondi,Male,Kenya,Uasin Gishu,2026-03-31,2026-04-03
457,4,113,5,1086,5,1600.0,Cooking Oil 1L,Grocery,320.0,David Cherono,Female,Kenya,Nakuru,2026-03-27,2026-03-28
458,7,115,5,1004,5,2000.0,Eggs Tray,Dairy,400.0,John Otieno,Male,Kenya,Nakuru,2026-03-26,2026-03-27
459,1,114,3,1063,5,300.0,Milk 500ml,Dairy,60.0,David Achieng,Male,Kenya,Kisumu,2026-03-19,2026-03-21
460,2,141,3,1001,5,275.0,Bread White,Bakery,55.0,Faith Otieno,Male,Kenya,Kisumu,2026-03-25,2026-03-26
461,2,109,1,1129,2,110.0,Bread White,Bakery,55.0,James Njeri,Female,Kenya,Nairobi,2026-03-20,2026-03-23
462,5,129,1,1161,5,400.0,Soda 500ml,Beverages,80.0,Faith Achieng,Male,Kenya,Nairobi,2026-03-29,2026-04-01
463,4,118,2,1123,5,1600.0,Cooking Oil 1L,Grocery,320.0,Grace Omondi,Male,Kenya,Mombasa,2026-03-18,2026-03-20
464,6,149,3,1079,2,560.0,Rice 2kg,Grocery,280.0,Peter Mutua,Male,Kenya,Kisumu,2026-03-14,2026-03-16
465,3,105,5,1028,2,280.0,Sugar 1kg,Grocery,140.0,Faith Mutua,Male,Kenya,Nakuru,2026-03-25,2026-03-28
466,2,123,2,1179,4,220.0,Bread White,Bakery,55.0,Daniel Wanjiku,Female,Kenya,Mombasa,2026-03-29,2026-03-31
467,5,125,5,1186,2,160.0,Soda 500ml,Beverages,80.0,Daniel Kamau,Male,Kenya,Nakuru,2026-03-06,2026-03-08
468,4,134,1,1134,2,640.0,Cooking Oil 1L,Grocery,320.0,Faith Kamau,Female,Kenya,Nairobi,2026-03-10,2026-03-12
469,1,148,3,1051,1,60.0,Milk 500ml,Dairy,60.0,Ann Cherono,Female,Kenya,Kisumu,2026-03-16,2026-03-19
470,3,106,1,1146,5,700.0,Sugar 1kg,Grocery,140.0,David Mwangi,Male,Kenya,Nairobi,2026-03-24,2026-03-25
471,7,129,3,1047,3,1200.0,Eggs Tray,Dairy,400.0,Faith Achieng,Male,Kenya,Kisumu,2026-03-14,2026-03-17
472,1,115,3,1102,5,300.0,Milk 500ml,Dairy,60.0,John Otieno,Male,Kenya,Kisumu,2026-03-03,2026-03-05
473,3,135,2,1002,3,420.0,Sugar 1kg,Grocery,140.0,Grace Njeri,Female,Kenya,Mombasa,2026-03-31,2026-04-03
474,3,132,2,1091,5,700.0,Sugar 1kg,Grocery,140.0,Peter Omondi,Male,Kenya,Mombasa,2026-03-03,2026-03-06
475,4,129,3,1031,1,320.0,Cooking Oil 1L,Grocery,320.0,Faith Achieng,Male,Kenya,Kisumu,2026-03-25,2026-03-28
476,5,134,5,1058,3,240.0,Soda 500ml,Beverages,80.0,Faith Kamau,Female,Kenya,Nakuru,2026-03-17,2026-03-20
477,4,113,3,1017,2,640.0,Cooking Oil 1L,Grocery,320.0,David Cherono,Female,Kenya,Kisumu,2026-03-28,2026-03-29
478,5,102,4,1007,1,80.0,Soda 500ml,Beverages,80.0,Faith Cherono,Female,Kenya,Uasin Gishu,2026-03-29,2026-03-31
479,6,113,2,1023,2,560.0,Rice 2kg,Grocery,280.0,David Cherono,Female,Kenya,Mombasa,2026-03-23,2026-03-24
480,1,142,5,1080,1,60.0,Milk 500ml,Dairy,60.0,James Otieno,Male,Kenya,Nakuru,2026-03-31,2026-04-03
481,6,119,4,1196,2,560.0,Rice 2kg,Grocery,280.0,Faith Mutua,Female,Kenya,Uasin Gishu,2026-03-29,2026-03-30
482,1,105,4,1071,4,240.0,Milk 500ml,Dairy,60.0,Faith Mutua,Male,Kenya,Uasin Gishu,2026-03-09,2026-03-11
483,6,104,3,1114,1,280.0,Rice 2kg,Grocery,280.0,Brian Achieng,Female,Kenya,Kisumu,2026-03-27,2026-03-28
484,3,146,3,1147,4,560.0,Sugar 1kg,Grocery,140.0,Daniel Omondi,Female,Kenya,Kisumu,2026-03-30,2026-04-01
485,6,147,4,1089,4,1120.0,Rice 2kg,Grocery,280.0,Brian Kiptoo,Female,Kenya,Uasin Gishu,2026-03-23,2026-03-26
486,7,120,1,1105,1,400.0,Eggs Tray,Dairy,400.0,Ann Kiptoo,Female,Kenya,Nairobi,2026-03-31,2026-04-02
487,2,143,4,1071,1,55.0,Bread White,Bakery,55.0,Daniel Njeri,Female,Kenya,Uasin Gishu,2026-03-09,2026-03-11
488,1,104,3,1026,3,180.0,Milk 500ml,Dairy,60.0,Brian Achieng,Female,Kenya,Kisumu,2026-03-16,2026-03-18
489,5,118,2,1154,5,400.0,Soda 500ml,Beverages,80.0,Grace Omondi,Male,Kenya,Mombasa,2026-03-21,2026-03-24
490,3,116,2,1027,2,280.0,Sugar 1kg,Grocery,140.0,James Mwangi,Female,Kenya,Mombasa,2026-03-18,2026-03-19
491,6,147,5,1054,3,840.0,Rice 2kg,Grocery,280.0,Brian Kiptoo,Female,Kenya,Nakuru,2026-03-26,2026-03-29
492,4,138,2,1177,4,1280.0,Cooking Oil 1L,Grocery,320.0,David Otieno,Female,Kenya,Mombasa,2026-03-16,2026-03-19
493,3,146,4,1148,5,700.0,Sugar 1kg,Grocery,140.0,Daniel Omondi,Female,Kenya,Uasin Gishu,2026-03-04,2026-03-06
494,4,149,4,1172,1,320.0,Cooking Oil 1L,Grocery,320.0,Peter Mutua,Male,Kenya,Uasin Gishu,2026-03-12,2026-03-14
495,3,142,1,1040,2,280.0,Sugar 1kg,Grocery,140.0,James Otieno,Male,Kenya,Nairobi,2026-03-16,2026-03-18
496,1,115,4,1144,4,240.0,Milk 500ml,Dairy,60.0,John Otieno,Male,Kenya,Uasin Gishu,2026-03-03,2026-03-06
497,4,130,2,1189,4,1280.0,Cooking Oil 1L,Grocery,320.0,Ann Kamau,Female,Kenya,Mombasa,2026-03-21,2026-03-22
498,1,106,5,1150,5,300.0,Milk 500ml,Dairy,60.0,David Mwangi,Male,Kenya,Nakuru,2026-03-04,2026-03-07
499,3,145,4,1071,5,700.0,Sugar 1kg,Grocery,140.0,Daniel Otieno,Male,Kenya,Uasin Gishu,2026-03-09,2026-03-11
500,5,149,4,1118,4,320.0,Soda 500ml,Beverages,80.0,Peter Mutua,Male,Kenya,Uasin Gishu,2026-03-03,2026-03-05
501,4,140,5,1078,4,1280.0,Cooking Oil 1L,Grocery,320.0,Grace Otieno,Male,Kenya,Nakuru,2026-03-09,2026-03-11
502,1,107,4,1149,2,120.0,Milk 500ml,Dairy,60.0,John Kiptoo,Female,Kenya,Uasin Gishu,2026-03-31,2026-04-02
503,6,112,4,1075,3,840.0,Rice 2kg,Grocery,280.0,David Mwangi,Male,Kenya,Uasin Gishu,2026-03-05,2026-03-06
504,5,138,5,1124,1,80.0,Soda 500ml,Beverages,80.0,David Otieno,Female,Kenya,Nakuru,2026-03-06,2026-03-09
505,6,131,1,1111,2,560.0,Rice 2kg,Grocery,280.0,James Kamau,Female,Kenya,Nairobi,2026-03-15,2026-03-18
506,7,140,5,1093,5,2000.0,Eggs Tray,Dairy,400.0,Grace Otieno,Male,Kenya,Nakuru,2026-03-31,2026-04-03
507,2,117,2,1111,5,275.0,Bread White,Bakery,55.0,Mary Kiptoo,Female,Kenya,Mombasa,2026-03-15,2026-03-18
508,5,104,5,1059,4,320.0,Soda 500ml,Beverages,80.0,Brian Achieng,Female,Kenya,Nakuru,2026-03-26,2026-03-28
509,6,107,2,1158,4,1120.0,Rice 2kg,Grocery,280.0,John Kiptoo,Female,Kenya,Mombasa,2026-03-12,2026-03-14
510,3,140,5,1105,3,420.0,Sugar 1kg,Grocery,140.0,Grace Otieno,Male,Kenya,Nakuru,2026-03-31,2026-04-02
511,1,145,5,1112,2,120.0,Milk 500ml,Dairy,60.0,Daniel Otieno,Male,Kenya,Nakuru,2026-03-11,2026-03-12
512,4,106,5,1085,4,1280.0,Cooking Oil 1L,Grocery,320.0,David Mwangi,Male,Kenya,Nakuru,2026-03-18,2026-03-19
513,1,107,5,1113,3,180.0,Milk 500ml,Dairy,60.0,John Kiptoo,Female,Kenya,Nakuru,2026-03-20,2026-03-23
514,4,134,1,1148,4,1280.0,Cooking Oil 1L,Grocery,320.0,Faith Kamau,Female,Kenya,Nairobi,2026-03-04,2026-03-06
515,1,113,1,1036,5,300.0,Milk 500ml,Dairy,60.0,David Cherono,Female,Kenya,Nairobi,2026-03-04,2026-03-06
516,7,125,4,1124,1,400.0,Eggs Tray,Dairy,400.0,Daniel Kamau,Male,Kenya,Uasin Gishu,2026-03-06,2026-03-09
517,2,110,4,1027,3,165.0,Bread White,Bakery,55.0,James Mwangi,Male,Kenya,Uasin Gishu,2026-03-18,2026-03-19
518,3,128,5,1002,3,420.0,Sugar 1kg,Grocery,140.0,Peter Omondi,Male,Kenya,Nakuru,2026-03-31,2026-04-03
519,6,129,3,1075,2,560.0,Rice 2kg,Grocery,280.0,Faith Achieng,Male,Kenya,Kisumu,2026-03-05,2026-03-06
520,1,128,2,1113,2,120.0,Milk 500ml,Dairy,60.0,Peter Omondi,Male,Kenya,Mombasa,2026-03-20,2026-03-23
521,5,143,2,1144,3,240.0,Soda 500ml,Beverages,80.0,Daniel Njeri,Female,Kenya,Mombasa,2026-03-03,2026-03-06
522,2,144,5,1144,2,110.0,Bread White,Bakery,55.0,Ann Cherono,Male,Kenya,Nakuru,2026-03-03,2026-03-06
523,2,125,4,1007,2,110.0,Bread White,Bakery,55.0,Daniel Kamau,Male,Kenya,Uasin Gishu,2026-03-29,2026-03-31
524,2,141,5,1041,2,110.0,Bread White,Bakery,55.0,Faith Otieno,Male,Kenya,Nakuru,2026-03-03,2026-03-04
525,5,146,2,1085,4,320.0,Soda 500ml,Beverages,80.0,Daniel Omondi,Female,Kenya,Mombasa,2026-03-18,2026-03-19
526,4,115,5,1143,3,960.0,Cooking Oil 1L,Grocery,320.0,John Otieno,Male,Kenya,Nakuru,2026-03-22,2026-03-24
527,4,107,2,1118,3,960.0,Cooking Oil 1L,Grocery,320.0,John Kiptoo,Female,Kenya,Mombasa,2026-03-03,2026-03-05
528,5,137,5,1031,3,240.0,Soda 500ml,Beverages,80.0,James Omondi,Male,Kenya,Nakuru,2026-03-25,2026-03-28
529,6,135,5,1149,1,280.0,Rice 2kg,Grocery,280.0,Grace Njeri,Female,Kenya,Nakuru,2026-03-31,2026-04-02
530,6,102,2,1110,1,280.0,Rice 2kg,Grocery,280.0,Faith Cherono,Female,Kenya,Mombasa,2026-03-31,2026-04-03
531,3,128,1,1174,4,560.0,Sugar 1kg,Grocery,140.0,Peter Omondi,Male,Kenya,Nairobi,2026-03-07,2026-03-08
532,3,105,3,1106,5,700.0,Sugar 1kg,Grocery,140.0,Faith Mutua,Male,Kenya,Kisumu,2026-03-01,2026-03-03
533,7,128,3,1078,1,400.0,Eggs Tray,Dairy,400.0,Peter Omondi,Male,Kenya,Kisumu,2026-03-09,2026-03-11
534,1,131,5,1113,5,300.0,Milk 500ml,Dairy,60.0,James Kamau,Female,Kenya,Nakuru,2026-03-20,2026-03-23
535,4,107,4,1168,4,1280.0,Cooking Oil 1L,Grocery,320.0,John Kiptoo,Female,Kenya,Uasin Gishu,2026-03-13,2026-03-15
536,5,109,4,1089,1,80.0,Soda 500ml,Beverages,80.0,James Njeri,Female,Kenya,Uasin Gishu,2026-03-23,2026-03-26
537,1,103,4,1152,4,240.0,Milk 500ml,Dairy,60.0,Mary Kiptoo,Male,Kenya,Uasin Gishu,2026-03-31,2026-04-01
538,6,143,4,1130,4,1120.0,Rice 2kg,Grocery,280.0,Daniel Njeri,Female,Kenya,Uasin Gishu,2026-03-29,2026-04-01
539,6,145,1,1077,1,280.0,Rice 2kg,Grocery,280.0,Daniel Otieno,Male,Kenya,Nairobi,2026-03-25,2026-03-27
540,5,138,4,1124,5,400.0,Soda 500ml,Beverages,80.0,David Otieno,Female,Kenya,Uasin Gishu,2026-03-06,2026-03-09
541,6,102,2,1164,5,1400.0,Rice 2kg,Grocery,280.0,Faith Cherono,Female,Kenya,Mombasa,2026-03-12,2026-03-14
542,4,132,2,1012,4,1280.0,Cooking Oil 1L,Grocery,320.0,Peter Omondi,Male,Kenya,Mombasa,2026-03-21,2026-03-24
543,7,111,2,1149,3,1200.0,Eggs Tray,Dairy,400.0,Daniel Cherono,Male,Kenya,Mombasa,2026-03-31,2026-04-02
544,2,119,3,1144,2,110.0,Bread White,Bakery,55.0,Faith Mutua,Female,Kenya,Kisumu,2026-03-03,2026-03-06
545,7,107,3,1114,3,1200.0,Eggs Tray,Dairy,400.0,John Kiptoo,Female,Kenya,Kisumu,2026-03-27,2026-03-28
546,7,143,1,1173,1,400.0,Eggs Tray,Dairy,400.0,Daniel Njeri,Female,Kenya,Nairobi,2026-03-03,2026-03-06
547,6,137,4,1048,2,560.0,Rice 2kg,Grocery,280.0,James Omondi,Male,Kenya,Uasin Gishu,2026-03-08,2026-03-10
548,4,136,4,1094,4,1280.0,Cooking Oil 1L,Grocery,320.0,Ann Achieng,Male,Kenya,Uasin Gishu,2026-03-10,2026-03-12
549,3,145,4,1137,2,280.0,Sugar 1kg,Grocery,140.0,Daniel Otieno,Male,Kenya,Uasin Gishu,2026-03-28,2026-03-29
550,5,141,1,1183,4,320.0,Soda 500ml,Beverages,80.0,Faith Otieno,Male,Kenya,Nairobi,2026-03-02,2026-03-05
551,6,124,5,1049,1,280.0,Rice 2kg,Grocery,280.0,Daniel Achieng,Male,Kenya,Nakuru,2026-03-16,2026-03-17
552,1,106,1,1172,3,180.0,Milk 500ml,Dairy,60.0,David Mwangi,Male,Kenya,Nairobi,2026-03-12,2026-03-14
553,5,138,4,1082,1,80.0,Soda 500ml,Beverages,80.0,David Otieno,Female,Kenya,Uasin Gishu,2026-03-24,2026-03-25
554,1,142,1,1101,4,240.0,Milk 500ml,Dairy,60.0,James Otieno,Male,Kenya,Nairobi,2026-03-14,2026-03-17
555,2,142,5,1072,1,55.0,Bread White,Bakery,55.0,James Otieno,Male,Kenya,Nakuru,2026-03-02,2026-03-03
556,5,107,2,1038,2,160.0,Soda 500ml,Beverages,80.0,John Kiptoo,Female,Kenya,Mombasa,2026-03-19,2026-03-21
557,3,145,1,1080,2,280.0,Sugar 1kg,Grocery,140.0,Daniel Otieno,Male,Kenya,Nairobi,2026-03-31,2026-04-03
558,6,139,2,1126,2,560.0,Rice 2kg,Grocery,280.0,David Wanjiku,Male,Kenya,Mombasa,2026-03-22,2026-03-24
559,5,128,2,1176,2,160.0,Soda 500ml,Beverages,80.0,Peter Omondi,Male,Kenya,Mombasa,2026-03-18,2026-03-21
560,4,133,1,1197,4,1280.0,Cooking Oil 1L,Grocery,320.0,Grace Njeri,Female,Kenya,Nairobi,2026-03-08,2026-03-10
561,6,146,4,1050,5,1400.0,Rice 2kg,Grocery,280.0,Daniel Omondi,Female,Kenya,Uasin Gishu,2026-03-04,2026-03-07
562,4,105,5,1039,2,640.0,Cooking Oil 1L,Grocery,320.0,Faith Mutua,Male,Kenya,Nakuru,2026-03-10,2026-03-12
563,4,106,1,1091,5,1600.0,Cooking Oil 1L,Grocery,320.0,David Mwangi,Male,Kenya,Nairobi,2026-03-03,2026-03-06
564,7,124,2,1082,3,1200.0,Eggs Tray,Dairy,400.0,Daniel Achieng,Male,Kenya,Mombasa,2026-03-24,2026-03-25
565,7,141,2,1095,1,400.0,Eggs Tray,Dairy,400.0,Faith Otieno,Male,Kenya,Mombasa,2026-03-24,2026-03-25
566,4,104,4,1163,3,960.0,Cooking Oil 1L,Grocery,320.0,Brian Achieng,Female,Kenya,Uasin Gishu,2026-03-06,2026-03-08
567,3,131,2,1161,2,280.0,Sugar 1kg,Grocery,140.0,James Kamau,Female,Kenya,Mombasa,2026-03-29,2026-04-01
568,6,112,3,1109,3,840.0,Rice 2kg,Grocery,280.0,David Mwangi,Male,Kenya,Kisumu,2026-03-02,2026-03-04
569,7,116,5,1085,3,1200.0,Eggs Tray,Dairy,400.0,James Mwangi,Female,Kenya,Nakuru,2026-03-18,2026-03-19
570,4,105,3,1120,4,1280.0,Cooking Oil 1L,Grocery,320.0,Faith Mutua,Male,Kenya,Kisumu,2026-03-18,2026-03-21
571,6,127,4,1059,4,1120.0,Rice 2kg,Grocery,280.0,Grace Wanjiku,Female,Kenya,Uasin Gishu,2026-03-26,2026-03-28
572,7,107,5,1194,3,1200.0,Eggs Tray,Dairy,400.0,John Kiptoo,Female,Kenya,Nakuru,2026-03-10,2026-03-11
573,3,146,1,1064,3,420.0,Sugar 1kg,Grocery,140.0,Daniel Omondi,Female,Kenya,Nairobi,2026-03-26,2026-03-27
574,4,150,1,1173,2,640.0,Cooking Oil 1L,Grocery,320.0,Peter Achieng,Female,Kenya,Nairobi,2026-03-03,2026-03-06
575,2,113,1,1046,5,275.0,Bread White,Bakery,55.0,David Cherono,Female,Kenya,Nairobi,2026-03-09,2026-03-12
576,6,126,5,1194,1,280.0,Rice 2kg,Grocery,280.0,Faith Kiptoo,Male,Kenya,Nakuru,2026-03-10,2026-03-11
577,6,146,3,1008,2,560.0,Rice 2kg,Grocery,280.0,Daniel Omondi,Female,Kenya,Kisumu,2026-03-04,2026-03-05
578,5,116,3,1175,2,160.0,Soda 500ml,Beverages,80.0,James Mwangi,Female,Kenya,Kisumu,2026-03-07,2026-03-09
579,4,132,3,1090,1,320.0,Cooking Oil 1L,Grocery,320.0,Peter Omondi,Male,Kenya,Kisumu,2026-03-11,2026-03-13
580,6,146,3,1081,5,1400.0,Rice 2kg,Grocery,280.0,Daniel Omondi,Female,Kenya,Kisumu,2026-03-08,2026-03-09
581,6,121,4,1187,1,280.0,Rice 2kg,Grocery,280.0,Brian Achieng,Male,Kenya,Uasin Gishu,2026-03-05,2026-03-08
582,1,113,1,1191,5,300.0,Milk 500ml,Dairy,60.0,David Cherono,Female,Kenya,Nairobi,2026-03-06,2026-03-07
583,7,145,4,1128,3,1200.0,Eggs Tray,Dairy,400.0,Daniel Otieno,Male,Kenya,Uasin Gishu,2026-03-27,2026-03-28
584,6,119,4,1136,1,280.0,Rice 2kg,Grocery,280.0,Faith Mutua,Female,Kenya,Uasin Gishu,2026-03-26,2026-03-27
585,4,121,2,1125,2,640.0,Cooking Oil 1L,Grocery,320.0,Brian Achieng,Male,Kenya,Mombasa,2026-03-14,2026-03-15
586,7,141,4,1075,2,800.0,Eggs Tray,Dairy,400.0,Faith Otieno,Male,Kenya,Uasin Gishu,2026-03-05,2026-03-06
587,2,125,3,1111,3,165.0,Bread White,Bakery,55.0,Daniel Kamau,Male,Kenya,Kisumu,2026-03-15,2026-03-18
